facility_name,facility_type,address,city,county,state,zip,capacity,latitude,longitude,phone_number
"BAART Behavioral Health Services, Inc.",narcotics,15229 East Amar Road,La Puente,Los Angeles County,CA,91744,25,34.03787178,-117.9526192,(626) 855-5090
Western Pacific Med-Corp.,narcotics,"11902 Rosecrans Boulevard, Suites A & D",Norwalk,Los Angeles County,CA,90650,275,33.901902,-118.0796715,(562) 929-7188
"BAART Behavioral Health Services, Inc.",narcotics,4920 South Avalon Boulevard,Los Angeles,Los Angeles County,CA,90011,25,33.99813,-118.2652125,(323) 235-5035
"Addiction Research and Treatment, Inc.",narcotics,4920 South Avalon Boulevard,Los Angeles,Los Angeles County,CA,90011,525,33.99813,-118.2652125,(323) 235-5035
Western Pacific RE-HAB,narcotics,9462 Van Nuys Boulevard,Panorama,Los Angeles County,CA,91402,130,34.242318,-118.4502035,(818) 891-8555
Western Pacific Med-Corp.,narcotics,45335 Sierra Highway,Lancaster,Los Angeles County,CA,93534,350,34.7068542,-118.1383725,(661) 949-8599
Western Pacific RE-HAB,narcotics,45335 Sierra Highway,Lancaster,Los Angeles County,CA,93534,120,34.7068542,-118.1383725,(661) 949-8599
Western Pacific RE-HAB,narcotics,"7232 Canby Avenue, Suite 4, 5, & 6",Reseda,Los Angeles County,CA,91335,80,34.2021273,-118.5347574,(818) 705-5561
Western Pacific RE-HAB,narcotics,"11902 Rosecrans Boulevard, Suites A & D",Norwalk,Los Angeles County,CA,90650,80,33.901902,-118.0796715,(562) 929-7188
Western Pacific RE-HAB,narcotics,"4544 San Fernando Road, Suite 201",Glendale,Los Angeles County,CA,91204,80,34.13473459,-118.2630751,(818) 240-8843
Tavarua Medical Rehabilitation Services,narcotics,474 S. Citrus Avenue,Azusa,Los Angeles County,CA,91702,210,34.11468,-117.8901507,(626) 858-9500
"Addiction Research and Treatment, Inc.",narcotics,1926 West Beverly Boulevard,Los Angeles,Los Angeles County,CA,90057,850,34.06582096,-118.2684981,(213) 353-1140
West County Medical Corporation,narcotics,"2272 Pacific Avenue, Suite A",Long Beach,Los Angeles County,CA,90806,325,33.798537,-118.1936405,(562) 427-8018
El Dorado Community Service Center,narcotics,4023 Marine Avenue,Lawndale,Los Angeles County,CA,90260,250,33.89467946,-118.344618,(310) 675-9555
El Dorado Community Service Center,narcotics,24625 Arch Street,Newhall,Los Angeles County,CA,91321,200,34.3845683,-118.528953,(661) 288-2644
"BAART Behavioral Health Services, Inc.",narcotics,1926 West Beverly Boulevard,Los Angeles,Los Angeles County,CA,90057,30,34.06582096,-118.2684981,(213) 353-1140
Western Pacific Med-Corp.,narcotics,14332 Victory Boulevard,Van Nuys,Los Angeles County,CA,91401,275,34.18664551,-118.4455755,(818) 989-1996
Western Pacific Med-Corp.,narcotics,4838 Laurel Canyon Boulevard,North Hollywood,Los Angeles County,CA,91607,275,34.158789,-118.3964625,(818) 506-4455
American Health Services LLC,narcotics,5015 Pico Boulevard,Los Angeles,Los Angeles County,CA,90019,150,34.04781483,-118.3463897,(323) 653-1677
American Health Services LLC,narcotics,"6265 Sepulveda Boulevard, Suite 9",Van Nuys,Los Angeles County,CA,91411,250,34.18437645,-118.466216,(818) 779-0555
American Health Services LLC,narcotics,717 Lincoln Boulevard,Los Angeles,Los Angeles County,CA,90291,200,33.999363,-118.4641425,(310) 399-9883
"Addiction Research and Treatment, Inc.",narcotics,11682 Atlantic Avenue,Lynwood,Los Angeles County,CA,90262,300,33.91733738,-118.1889675,(310) 537-5883
"BAART Behavioral Health Services, Inc.",narcotics,11682 Atlantic Avenue,Lynwood,Los Angeles County,CA,90262,15,33.91733738,-118.1889675,(310) 537-5883
American Health Services LLC,narcotics,21505 Norwalk Boulevard,Hawaiian Gardens,Los Angeles County,CA,90716,300,33.834006,-118.072323,(562) 916-7581
American Health Services LLC,narcotics,"2720 East Palmdale Boulevard, Suites 129, 130 & 131",Palmdale,Los Angeles County,CA,93550,215,34.58016516,-118.0800714,(661) 947-3333
"Tarzana Treatment Center, Inc.",narcotics,18646 Oxnard Street,Tarzana,Los Angeles County,CA,91356,335,34.17993611,-118.5397505,(818) 996-1051
"Narcotic Addiction Treatment Agency, Inc.",narcotics,8741 Laurel Canyon Boulevard,Sun Valley,Los Angeles County,CA,91352,200,34.22836358,-118.3999266,(818) 768-5525
"Aegis Treatment Centers, LLC",narcotics,1825 E. Thelborn Street,West Covina,Los Angeles County,CA,91791,195,34.07732149,-117.9068625,(626) 915-3844
El Dorado  Community Service Center,narcotics,"5200 San Gabriel Place, Suites B & C",Pico Rivera,Los Angeles County,CA,90660,300,33.99841846,-118.0840198,(562) 222-1331
"Aegis Treatment Centers, LLC",narcotics,1050 N. Garey Avenue,Pomona,Los Angeles County,CA,91767,200,34.06842,-117.7517205,(909) 623-6391
"Aegis Treatment Centers, LLC",narcotics,1322 N. Avalon Boulevard,Wilmington,Los Angeles County,CA,90744,275,33.78949357,-118.2631662,(310) 513-1300
"Aegis Treatment Centers, LLC",narcotics,"614 West Manchester Boulevard, Suite 104",Inglewood,Los Angeles County,CA,90301,170,33.96152948,-118.367262,(310) 412-0879
"Aegis Treatment Centers, LLC",narcotics,11041 E. Valley Boulevard,El Monte,Los Angeles County,CA,91731,150,34.074468,-118.033767,(626) 442-4177
"Addiction Research and Treatment, Inc",narcotics,1701 Zonal  Avenue,Los Angeles,Los Angeles County,CA,90033,350,34.06188839,-118.2103116,(323) 223-6298
"Aegis Treatment Centers, LLC",narcotics,"1450 North Lake Avenue, Suite 150",Pasadena,Los Angeles County,CA,91104,170,34.17105703,-118.132131,(626) 794-1161
"BAART Behavioral Health Services, Inc.",narcotics,1701 Zonal Avenue,Los Angeles,Los Angeles County,CA,90033,25,34.06188839,-118.2103116,(323) 223-6298
"ALT Recovery Group 2, LLC",narcotics,"20946 Devonshire Street, Suite 100",Chatsworth,Los Angeles County,CA,91311,150,34.256952,-118.5905385,(818) 626-8053
"Aegis Treatment Centers, LLC",narcotics,14240 and 14238 East Imperial Highway,La Mirada,Los Angeles County,CA,90638,195,33.91701859,-118.0283585,(562) 946-1587
"Hollywood Medical Rehabilitation Care, Inc.",narcotics,5232 W. Sunset Blvd.,Los Angeles,Los Angeles County,CA,90027,50,34.09805509,-118.3040481,(323) 660-0900
Marin Treatment Center,narcotics,1466 Lincoln Avenue,San Rafael,Marin County,CA,94901,350,37.97998229,-122.5220768,(415) 457-3755
"Addiction Research and Treatment, Inc.",narcotics,"11900 Avalon Boulevard, Suite 200 and 201",Los Angeles,Los Angeles County,CA,90061,250,33.924501,-118.264851,(323) 242-0500
"Tarzana Treatment Center, Inc.",narcotics,320 East Palmdale Boulevard,Palmdale,Los Angeles County,CA,93550,100,34.578864,-118.123956,(818) 996-1051
New Life Health Authority,narcotics,280 E. Standley Street,Ukiah,Mendocino County,CA,95482,230,39.15104125,-123.2054733,(707) 466-0001
Valley Health Associates,narcotics,"427 Pajaro Street, Suite 4",Salinas,Monterey County,CA,93901,130,36.67129968,-121.6519558,(831) 424-6655
Community Human Services ,narcotics,1083 South Main Street,Salinas,Monterey County,CA,93901,285,36.660267,-121.657059,(831) 424-4828
"California Treatment Services, LLC",narcotics,2101 East 1st Street,Santa Ana,Orange County,CA,92705,705,33.74580291,-117.8370211,(714) 542-3581
Western Pacific Med-Corp.,narcotics,10751 Dale Avenue,Stanton,Orange County,CA,90680,500,33.80631544,-117.9845508,(714) 821-5311
Western Pacific Med-Corp.,narcotics,218 East Commonwealth Avenue,Fullerton,Orange County,CA,92832,500,33.87035616,-117.9211432,(714) 992-4770
CLARE | MATRIX,narcotics,"5220 West Washington Boulevard, Suites 101, 104, 200, 203, 206 - 208",Los Angeles,Los Angeles County,CA,90016,400,34.041276,-118.3547205,(323) 933-9186
Western Pacific RE-HAB,narcotics,"275 Victoria Street, Suite 1H",Costa Mesa,Orange County,CA,92627,250,33.6526045,-117.910737,(949) 629-2860
Western Pacific RE-HAB,narcotics,218 East Commonwealth Avenue,Fullerton,Orange County,CA,92832,75,33.87035616,-117.9211432,(714) 992-4770
"Aegis Treatment Centers, LLC",narcotics,"6390 Runnymeade Drive, Suite B",Placerville,El Dorado County,CA,95667,125,38.70430198,-120.8556344,(530) 291-5345
Western Pacific Med-Corp.,narcotics,"26921 Crown Valley Parkway, Suite 200",Mission Viejo,Orange County,CA,92691,350,33.563313,-117.6676965,(949) 334-8288
"Aegis Treatment Centers, LLC",narcotics,"1133 Coloma Way, Suites A, B, & C",Roseville,Placer County,CA,95661,775,38.73639815,-121.2735027,(916) 774-6647
"WCHS, Inc.",narcotics,1021 West La Cadena,Riverside,Riverside County,CA,92501,580,34.00418624,-117.3504581,(951) 784-8010
"Aegis Treatment Centers, LLC",narcotics,"1343 W. Main Street, Suites A & B and 1349 W. Main Street",Merced,Merced County,CA,95340,430,37.30620431,-120.4962364,(209) 725-1060
"Evexia Health Services, LLC",narcotics,601 E. Florida Avenue,Hemet,Riverside County,CA,92543,385,33.747282,-116.9660385,(951) 391-1470
Coachella Valley Treatment Center,narcotics,"81709 Doctor Carreon Blvd., Suite B-1",Indio,Riverside County,CA,92201,100,33.70730314,-116.239857,(818)853-4539
"Evexia Health Services, LLC",narcotics,109 E 111th St,Corona,Riverside County,CA,92879,200,33.8710651,-117.5607425,(951) 427-3482
"Treatment Associates, Inc.",narcotics,"7225 East Southgate Drive, Suite D",Sacramento,Sacramento County,CA,95823,550,38.494773,-121.436775,(916) 394-1000
"WCHS, Inc.",narcotics,"40700 California Oaks Road, Suites 201, 202, & 203",Murrieta,Riverside County,CA,92562,525,33.57064067,-117.2044851,(951) 894-5072
"WCHS, Inc.",narcotics,"1330 North Indian Canyon Drive, Suites  A, B, C, & G",Palm Springs,Riverside County,CA,92262,600,33.841422,-116.5451895,(760) 322-9065
"C.O.R.E. MEDICAL CLINIC, INC.",narcotics,2100 Capitol Avenue,Sacramento,Sacramento County,CA,95816,800,38.572722,-121.479849,(916) 442-4985
"Bi-Valley Medical Clinic, Inc.",narcotics,6127 Fair Oaks Boulevard,Carmichael,Sacramento County,CA,95608,900,38.612529,-121.3293735,(916) 974-8090
"BAART Behavioral Health Services, Inc.",narcotics,6127 Fair Oaks Boulevard,Carmichael,Sacramento County,CA,95608,10,38.612529,-121.3293735,(916) 974-8090
"Bi-Valley Medical Clinic, Inc.",narcotics,"310 Harris Avenue, Suite A, E, F, & G",Sacramento,Sacramento County,CA,95838,1200,38.638134,-121.458573,(916) 649-6793
"BAART Behavioral Health Services, Inc.",narcotics,"310 Harris Avenue, Suite A, E, F, & G",Sacramento,Sacramento County,CA,95838,20,38.638134,-121.458573,(916) 649-6793
"WCHS, Inc.",narcotics,2275 East Cooley Drive,Colton,San Bernardino County,CA,92324,650,34.059402,-117.288702,(909) 370-1777
"Aegis Treatment Centers, LLC",narcotics,"125 West ""F"" Street, Suite 101",Ontario,San Bernardino County,CA,91762,470,34.06938954,-117.652167,(909) 986-4550
"Sunrise Health & Wellness, LLC",narcotics,"10089 Folsom Blvd, Suites A & C",Rancho Cordova,Sacramento County,CA,95670,100,38.583018,-121.317885,(916)366-6531
"MedMark Treatment Centers - Sacramento, Inc.",narcotics,"7240 East Southgate Drive, Suites B, E, F & G",Sacramento,Sacramento County,CA,95823,630,38.494332,-121.4383725,(916) 391-4293
"Aegis Treatment Centers, LLC",narcotics,"1889 W. Redlands Blvd, Bldg. 9",Redlands,San Bernardino County,CA,92373,225,34.061832,-117.217134,(909) 501-5167
"San Diego Health Alliance, Inc.",narcotics,7545 Metropolitan Drive,San Diego,San Diego County,CA,92108,750,32.77687835,-117.1585697,(619) 718-9890
"San Diego Health Alliance, Inc.",narcotics,234 North Magnolia Avenue,El Cajon,San Diego County,CA,92020,450,32.797089,-116.962704,(619) 579-8373
"Mission Treatment Services, Inc.",narcotics,161 N. Date Street,Escondido,San Diego County,CA,92025,300,33.12664154,-117.0703232,(760) 745-7786
"San Diego Treatment Services, LLC",narcotics,1155 Third Avenue,Chula Vista,San Diego County,CA,91911,480,32.611887,-117.067941,(619) 498-8260
"Aegis Treatment Centers, LLC",narcotics,"11776 Mariposa Road, Suites 101, 103 & 104",Hesperia,San Bernardino County,CA,92345,555,34.465023,-117.349776,(760) 956-2462
San Diego Health Alliance,narcotics,1560 Capalina Road,San Marcos,San Diego County,CA,92069,475,33.15089044,-117.1946415,(760) 744-2104
"Mission Treatment Services, Inc.",narcotics,"8898 Clairemont Mesa Boulevard, Suite H",San Diego,San Diego County,CA,92123,280,32.8315115,-117.1370579,(858) 715-1211
El Dorado Community Service Center,narcotics,1733 Euclid Avenue,San Diego,San Diego County,CA,92105,750,32.722506,-117.082935,(619) 263-0433
"Addiction Research and Treatment, Inc.",narcotics,1111 Market Street,San Francisco,San Francisco County,CA,94103,900,37.779939,-122.4125145,(415) 863-3883
"BAART Behavioral Health Services, Inc.",narcotics,1111 Market Street,San Francisco,San Francisco County,CA,94103,10,37.779939,-122.4125145,(415) 863-3883
"SOAP MAT, LLC",narcotics,"3230 Waring Court, Suite A1, A2 (GH), & A3(N)",Oceanside,San Diego County,CA,92056,750,33.18732,-117.289485,(760) 305-7528
"Addiction Research and Treatment, Inc.",narcotics,433 Turk Street,San Francisco,San Francisco County,CA,94102,850,37.7824667,-122.4163283,(415) 928-7800
"BAART Behavioral Health Services, Inc.",narcotics,433 Turk Street,San Francisco,San Francisco County,CA,94102,10,37.7824667,-122.4163283,(415) 928-7800
Bay View-Hunter's Point Foundation for Comm. Improvement,narcotics,1625 Carroll Avenue,San Francisco,City and County of San Francisco,CA,94124,400,37.7250358,-122.3936413,(415) 822-8200
San Francisco County Department of Public Health,narcotics,230 Golden Gate Avenue,San Francisco,San Francisco County,CA,94102,40,37.78183879,-122.4143218,(415) 355-7400
"Mission Treatment Services, Inc.",narcotics,"1905 Apple Street, Suites 2, 3, 4, 5, & 6",Oceanside,San Diego County,CA,92054,200,33.19456681,-117.3574161,(760) 547-1280
San Francisco County Department of Public Health,narcotics,1050 Wisconsin Street,San Francisco,San Francisco County,CA,94107,25,37.75401,-122.398929,(415) 648-3022
San Francisco County Department of Public Health,narcotics,1001 Potrero Avenue,San Francisco,San Francisco County,CA,94110,45,37.756332,-122.4058185,(415) 206-8107
ARMT Medical Specialist,narcotics,"4974 El Cajon Boulevard, Suites A & H",San Diego,San Diego County,CA,92115,300,32.75677124,-117.0872228,(619) 286-4600
San Francisco County Department of Public Health,narcotics,"1001 Potrero Avenue, Building 80, 6th Floor",San Francisco,San Francisco County,CA,94110,10,37.756332,-122.4058185,(415) 206-2488
San Francisco County Department of Public Health,narcotics,1676 Newcomb Avenue,San Francisco,San Francisco County,CA,94124,200,37.73605972,-122.3912149,(415) 206-8412
Fort Help LLC,narcotics,915 Bryant Street,San Francisco,San Francisco County,CA,94103,350,37.773846,-122.404869,(415) 777-9953
Fort Help Mission Inc.,narcotics,1101 Capp Street,San Francisco,San Francisco County,CA,94110,200,37.7488736,-122.417024,(415) 821-1427
San Francisco County Department of Public Health,narcotics,"1380 Howard Street, Room # 130",San Francisco,San Francisco County,CA,94103,30,37.774458,-122.4144135,(415) 255-3659
Westside Community Mental Health Center,narcotics,1301 Pierce Street,San Francisco,San Francisco County,CA,94115,350,37.7823615,-122.4359174,(415) 563-8200
San Francisco County Department of Public Health,narcotics,"1001 Potrero Avenue, Ward 93 / Ward 95",San Francisco,San Francisco County,CA,94110,630,37.756161,-122.4056655,(415) 206-8412
"Aegis Treatment Centers, LLC",narcotics,1839 S. El Dorado Street,Stockton,San Joaquin County,CA,95206,400,37.933074,-121.2847785,(209)463-0872
"MedMark Treatment Centers - Stockton, Inc.",narcotics,"1107 - 1111 N. El Dorado Street & 33 E. Magnolia Street # 3, 5",Stockton,San Joaquin County,CA,95202,810,37.963566,-121.2927705,(209) 938-0228
"Aegis Treatment Centers, LLC",narcotics,"1947 North California Street, Suite B and C",Stockton,San Joaquin County,CA,95204,425,37.971864,-121.2899535,(209) 463-0870
"Aegis Treatment Centers, LLC",narcotics,"8626 Lower Sacramento Road, Suite 41",Stockton,San Joaquin County,CA,95210,260,38.029122,-121.321512,(209) 478-2487
"Aegis Treatment Centers, LLC",narcotics,"1450 Bessie Avenue, Suite B",Tracy,San Joaquin County,CA,95376,100,37.74426619,-121.4330223,(209) 597-3090
"Aegis Treatment Centers, LLC",narcotics,"541 S. Ham Lane, Suites A & B",Lodi,San Joaquin County,CA,95242,350,38.127582,-121.2889995,(209) 224-8940
"Aegis Treatment Centers, LLC",narcotics,"6500 Morro Road, Suites C & D",Atascadero,San Luis Obispo County,CA,93422,325,35.48359123,-120.6656123,(805) 461-5212
"Addiction Research and Treatment, Inc.",narcotics,"795 Willow Road, Building 332",Menlo Park,San Mateo County,CA,94025,600,37.468341,-122.15871,(650) 324-1470
"Aegis Treatment Centers, LLC",narcotics,115 East Fesler Street,Santa Maria,Santa Barbara County,CA,93454,570,34.95649047,-120.43503,(805) 922-6597
Santa Clara County Department of Alcohol and Drug Services,narcotics,2425 Enborg Lane,San Jose,Santa Clara County,CA,95128,650,37.313172,-121.9380975,(408) 885-5400
"BAART Behavioral Health Services, Inc.",narcotics,"795 Willow Road, Building 332",Menlo Park,San Mateo County,CA,94025,100,37.468341,-122.15871,(650) 324-1470
Santa Clara County,narcotics,150 West Hedding Street,San Jose,Santa Clara County,CA,95110,30,37.35188477,-121.9064238,(408) 885-5400
Santa Clara County Department of Alcohol and Drug Services,narcotics,90 Highland Avenue,San Martin,Santa Clara County,CA,95046,150,37.07394276,-121.6054841,(408) 852-2420
"Aegis Treatment Centers, LLC",narcotics,"955 W. Center Street Suites 1, 12A, 12B & 14",Manteca,San Joaquin County,CA,95337,415,37.79917138,-121.2299736,(209) 239-9600
Janus of Santa Cruz,narcotics,"1000-A, 1010-C Emeline Avenue",Santa Cruz,Santa Cruz County,CA,95060,545,36.99152773,-122.0176463,(831) 425-0112
Janus of Santa Cruz,narcotics,"284 Pennsylvania Drive, Suite 1 & 2",Watsonville,Santa Cruz County,CA,95076,230,36.91846079,-121.7713972,(831) 319-4200
"Aegis Treatment Centers, LLC",narcotics,"4129 State Street, Suites B, D, E, & F",Santa Barbara,Santa Barbara County,CA,93110,380,34.44047449,-119.7607005,(805) 964-4795
"MedMark Treatment Centers - Fairfield, Inc.",narcotics,1143 Missouri Street,Fairfield,Solano County,CA,94533,500,38.24793,-122.048289,(707) 435-9911
Santa Clara County Department of Alcohol and Drug Services,narcotics,"2101 Alexian Drive, Suites A & B",San Jose,Santa Clara County,CA,95116,250,37.3593972,-121.848122,(408) 885-5400
Drug Abuse Alternatives Center,narcotics,"2403 Professional Drive, Suite 103",Santa Rosa,Sonoma County,CA,95403,200,38.463687,-122.7245175,(707) 526-2999
"Santa Rosa Treatment Program, Inc.",narcotics,625 Steele Lane,Santa Rosa,Sonoma County,CA,95403,450,38.460483,-122.724333,(707) 576-0818
Stanislaus County,narcotics,"800 Scenic Drive, Building 4",Modesto,Stanislaus County,CA,95350,260,37.64720454,-120.9822345,(209) 525-6146
"Aegis Treatment Centers, LLC ",narcotics,"1133, 1141, 1145, 1147, & 1137 Hartnell Ave, Suites D & E",Redding,Shasta County,CA,96002,625,40.563009,-122.3503695,(530) 222-7213
"Successful Alternatives For Addiction & Counseling Services, Inc.",narcotics,"1628 N. Broadway Street, Suites A & B",Vallejo,Solano County,CA,94590,380,38.12473573,-122.2500005,(707) 649-8300
"Aegis Treatment Centers, LLC",narcotics,"201 D Street, Suite G",Marysville,Yuba County,CA,95901,480,39.13758177,-121.5885641,(530) 742-7747
"Aegis Treatment Centers, LLC",narcotics,"1768 Mitchell Road, Suite 301",Ceres,Stanislaus County,CA,95307,300,37.605087,-120.9387115,(209)353-4838
"Aegis Treatment Centers, LLC",narcotics,109 Margaret Lane,Grass Valley,Nevada County,CA,95945,155,39.22904273,-121.0461349,(530) 863-8798
Kings View,narcotics,559 East Bardsley Avenue,Tulare,Tulare County,CA,93274,230,36.19657052,-119.34072,(559) 688-7531
"American Addiction Treatment Services, Inc.",narcotics,1496-1498 North Beale Road,Marysville,Yuba County,CA,95901,500,39.12742288,-121.5615233,(530) 749-8640
"Aegis Treatment Centers, LLC",narcotics,"1235 McHenry Avenue, Suites A & B",Modesto,Stanislaus County,CA,95350,1000,37.66148762,-120.9939172,(209) 527-4597
BAART Behavioral Health Services,narcotics,1646 South Court Street,Visalia,Tulare County,CA,93277,1000,36.315774,-119.2913145,(559) 625-8890
"BAART Behavioral Health Services, Inc.",narcotics,1646 South Court Street,Visalia,Tulare County,CA,93277,75,36.315774,-119.2913145,(559) 625-8890
"Addiction Research and Treatment, Inc.",narcotics,89 E Mill Avenue,"Porterville, CA",Tulare County,CA,93257,200,36.06878354,-119.0145914,(559) 853-6222
Western Pacific Med-Corp.,narcotics,955 East Thompson Boulevard,Ventura,Ventura County,CA,93001,450,34.27831553,-119.2861674,(805) 641-9100
"Aegis Treatment Centers, LLC",narcotics,625 E Main Street,Santa Paula,Ventura County,CA,93060,200,34.352217,-119.066472,(805) 525-4669
